co2,time
470.63287353515625,0.014540433883666992
424.2969665527344,2.030895709991455
469.7076416015625,4.046475172042847
546.3479614257812,6.062053203582764
765.9761352539062,8.079219341278076
873.9456176757812,10.094321727752686
702.9805297851562,12.110700368881226
668.6368408203125,14.126557350158691
666.0516967773438,16.142634630203247
697.8528442382812,18.158629179000854
596.3184814453125,20.174579858779907
545.4403076171875,22.19057869911194
556.9132080078125,24.206565141677856
557.7301025390625,26.22147035598755
510.4603576660156,28.273568391799927
482.27777099609375,30.331311464309692
583.7439575195312,32.394991636276245
338.3602600097656,34.45286822319031
442.161376953125,36.51651048660278
554.276123046875,38.574201345443726
678.7220458984375,40.632091999053955
622.3994750976562,42.68977069854736
432.967529296875,44.747761726379395
455.14202880859375,46.80638313293457
396.8184509277344,48.87000036239624
457.924560546875,50.928826570510864
794.8619384765625,52.993510484695435
683.028076171875,55.047306060791016
521.2012329101562,57.10757374763489
489.4169921875,59.165491819381714
477.0433349609375,61.225603342056274
497.7778625488281,63.283674001693726
511.5824279785156,65.34550189971924
524.2621459960938,67.3984260559082
527.7689819335938,69.45610332489014
557.7890625,71.50781297683716
554.9762573242188,73.56552767753601
545.22607421875,75.61739420890808
512.6981201171875,77.67052626609802
512.24267578125,79.72133374214172
514.3192749023438,81.77893376350403
501.6955261230469,83.83038568496704
484.86517333984375,85.88802123069763
483.942138671875,87.94087147712708
512.91015625,90.0010986328125
518.5025024414062,92.04912424087524
548.3822021484375,94.1043336391449
520.0210571289062,96.15625214576721
439.509521484375,98.20836615562439
506.4244079589844,100.26014018058777
574.4995727539062,102.31781220436096
571.629638671875,104.36964440345764
551.9951171875,106.42802572250366
561.3972778320312,108.47990250587463
573.554931640625,110.53765535354614
575.7763671875,112.58944058418274
600.0621337890625,114.64706897735596
573.7273559570312,116.70320177078247
547.9310302734375,118.7552375793457
565.925537109375,120.81282448768616
580.111572265625,122.8646137714386
505.86468505859375,124.92348861694336
601.8058471679688,126.97534680366516
709.7918701171875,129.02711367607117
853.2294311523438,131.0849893093109
612.980712890625,133.13707447052002
857.6566772460938,135.19485712051392
722.347900390625,137.24553394317627
664.6377563476562,139.29885053634644
225.8006134033203,141.35551261901855
365.335693359375,143.40700221061707
419.962646484375,145.46469235420227
385.593994140625,147.52237582206726
316.61248779296875,149.57421708106995
288.2921142578125,151.63244128227234
298.2740783691406,153.69009971618652
408.97845458984375,155.7418270111084
438.8432922363281,157.79370522499084
398.87957763671875,159.85136318206787
393.1798095703125,161.90138363838196
378.89434814453125,163.95491361618042
400.2024230957031,166.01268196105957
415.6475524902344,168.0690598487854
449.1037292480469,170.1236674785614
436.309326171875,172.17906856536865
480.274658203125,174.23119354248047
523.868408203125,176.28336310386658
646.7984008789062,178.33509945869446
766.5577392578125,180.38700366020203
