co2,time
568.1273193359375,0.014320611953735352
582.5698852539062,2.0303261280059814
580.4769287109375,4.045131683349609
554.2183837890625,6.0611536502838135
550.1959838867188,8.077055931091309
549.0838623046875,10.092918634414673
562.445068359375,12.109292268753052
572.8785400390625,14.124986410140991
566.73779296875,16.144086599349976
539.1683349609375,18.159724712371826
545.4257202148438,20.17574143409729
537.2477416992188,22.19173526763916
554.4553833007812,24.207892656326294
557.9342651367188,26.224061250686646
572.379150390625,28.240181922912598
580.93994140625,30.255800485610962
584.8270263671875,32.27160096168518
578.9036254882812,34.28794455528259
574.411376953125,36.304643869400024
568.7720947265625,38.32042407989502
567.0050659179688,40.33531308174133
566.1663208007812,42.351662397384644
562.5879516601562,44.36932063102722
547.2945556640625,46.385194301605225
541.4843139648438,48.399465799331665
542.475341796875,50.41576600074768
541.000244140625,52.431678771972656
547.5478515625,54.447784185409546
547.6580200195312,56.463425397872925
552.8733520507812,58.479042053222656
554.102783203125,60.49491596221924
557.9827270507812,62.511693239212036
549.9981689453125,64.52768588066101
553.468505859375,66.54384708404541
560.2276000976562,68.5600745677948
585.1865234375,70.57632350921631
646.84521484375,72.59264779090881
526.8943481445312,74.6096441745758
540.150634765625,76.62645721435547
552.8966674804688,78.64256834983826
555.2138061523438,80.65712666511536
588.3821411132812,82.67393517494202
621.9400024414062,84.69007658958435
651.02001953125,86.70690560340881
672.161865234375,88.72302579879761
660.8931884765625,90.73912334442139
640.307861328125,92.75591468811035
629.1009521484375,94.77253603935242
590.1357421875,96.78907775878906
552.664306640625,98.80575799942017
578.6976928710938,100.82157635688782
565.1592407226562,102.83836126327515
553.80322265625,104.85538578033447
550.6196899414062,106.87232518196106
543.768310546875,108.88915038108826
549.8524780273438,110.90616869926453
553.5953369140625,112.92290043830872
557.269775390625,114.93980360031128
561.8539428710938,116.95604038238525
556.989013671875,118.97215962409973
556.6767578125,120.98800873756409
565.7849731445312,123.0337438583374
571.4405517578125,125.08609819412231
577.369384765625,127.14039063453674
581.7975463867188,129.1884434223175
584.7950439453125,131.24052786827087
580.1705322265625,133.28603506088257
569.6461181640625,135.3404302597046
563.3352661132812,137.38847589492798
568.2265625,139.43770956993103
568.6599731445312,141.48406887054443
559.9326171875,143.53841590881348
548.2273559570312,145.58472657203674
540.0269775390625,147.6267113685608
541.7788696289062,149.6784689426422
542.384765625,151.72949028015137
554.9312133789062,153.78222465515137
558.302490234375,155.82971000671387
554.8963623046875,157.8818073272705
564.048583984375,159.93469333648682
566.9180297851562,161.9852328300476
577.6930541992188,164.0374879837036
586.4591064453125,166.08361077308655
593.7525634765625,168.13566493988037
593.405517578125,170.18318033218384
595.3894653320312,172.2321445941925
594.6566162109375,174.2808563709259
594.6641235351562,176.3239951133728
587.8983154296875,178.37326765060425
583.0507202148438,180.42448735237122
