co2,time
592.9346923828125,0.014473915100097656
563.0169677734375,2.0302484035491943
547.197998046875,4.044908285140991
569.4654541015625,6.061299562454224
625.6510009765625,8.077468872070312
562.8458862304688,10.093451023101807
550.0428466796875,12.109458684921265
503.73284912109375,14.125519514083862
474.13116455078125,16.141542196273804
461.8587646484375,18.157609224319458
483.4989929199219,20.173628091812134
508.51251220703125,22.18963313102722
548.44873046875,24.205700397491455
595.24169921875,26.22085738182068
677.0266723632812,28.23683738708496
681.4371337890625,30.252801418304443
650.1817626953125,32.268747091293335
632.4053344726562,34.284834146499634
627.1043701171875,36.3005268573761
605.416259765625,38.31647753715515
578.8206176757812,40.33249807357788
567.2515258789062,42.34836530685425
574.7431030273438,44.39424157142639
584.7581176757812,46.44609475135803
588.7313842773438,48.49782419204712
589.7213134765625,50.549498558044434
583.2513427734375,52.59525442123413
579.458251953125,54.6469464302063
572.7537841796875,56.698771953582764
574.2567138671875,58.75046896934509
568.9930419921875,60.802250623703
555.7781372070312,62.854012966156006
546.7749633789062,64.90576934814453
549.9213256835938,66.95705318450928
556.10107421875,69.01078820228577
557.47900390625,71.06319808959961
559.5131225585938,73.1094663143158
553.5984497070312,75.16125679016113
549.439208984375,77.21796536445618
550.5333862304688,79.269278049469
544.1707153320312,81.32207489013672
536.164306640625,83.37470865249634
504.9552001953125,85.42667889595032
506.9442443847656,87.48002672195435
529.590576171875,89.53786754608154
533.409423828125,91.58961629867554
533.1516723632812,93.64049100875854
551.6609497070312,95.69223093986511
551.8180541992188,97.74534106254578
568.6729736328125,99.80054926872253
579.2453002929688,101.85461902618408
590.262939453125,103.90672969818115
577.81591796875,105.95843458175659
619.6278076171875,108.01029992103577
614.2340087890625,110.0668215751648
605.1348266601562,112.11870980262756
606.7891845703125,114.1706280708313
592.0977172851562,116.22256922721863
588.5471801757812,118.2743444442749
573.7845458984375,120.32468342781067
574.4362182617188,122.37644696235657
562.96728515625,124.42819571495056
563.9321899414062,126.485830783844
554.7664794921875,128.5375940799713
547.7841186523438,130.58944582939148
542.3955078125,132.64113664627075
529.568115234375,134.69875168800354
464.65570068359375,136.75041031837463
365.0530700683594,138.808100938797
479.37738037109375,140.85997867584229
540.2274780273438,142.91770195960999
550.968994140625,144.96966791152954
550.5729370117188,147.0219235420227
590.2026977539062,149.08077764511108
607.21484375,151.1342635154724
604.9646606445312,153.18649911880493
610.517333984375,155.23272252082825
612.1324462890625,157.28420042991638
601.3253784179688,159.3360104560852
592.7196655273438,161.38847064971924
587.2178955078125,163.4343547821045
565.4508666992188,165.48636531829834
569.4694213867188,167.54221725463867
558.0535888671875,169.59391617774963
568.78759765625,171.64562320709229
573.4531860351562,173.6964750289917
567.9046630859375,175.74970149993896
538.6312866210938,177.80208230018616
547.26171875,179.85541415214539
547.2387084960938,181.90498185157776
