time,Pm25,Pm10
1707349788.8144405,0,3
1707349790.8168435,0,3
1707349792.8192954,0,3
1707349794.8219476,0,3
1707349796.8243313,0,3
1707349798.8267798,0,3
1707349800.829487,0,3
1707349802.831869,0,3
1707349804.8342645,0,3
1707349806.8366718,0,3
1707349808.839376,0,3
1707349810.8417556,0,3
1707349812.8441393,0,3
1707349814.8465433,0,3
1707349816.848499,0,3
1707349818.8508837,0,3

