co2,time
559.5602416992188,0.014678716659545898
509.51019287109375,2.028810977935791
597.1663208007812,4.044473886489868
742.1212768554688,6.0601325035095215
768.62646484375,8.075796127319336
781.7946166992188,10.091424703598022
751.6458740234375,12.10735297203064
744.5018920898438,14.123142957687378
726.281494140625,16.139450788497925
699.1753540039062,18.155169248580933
633.6204833984375,20.17133069038391
604.6497802734375,22.18702459335327
557.9487915039062,24.2026584148407
551.2908935546875,26.218364477157593
537.1196899414062,28.234221696853638
541.7831420898438,30.24985671043396
530.9579467773438,32.26576089859009
538.1135864257812,34.28084325790405
563.1250610351562,36.29516100883484
573.7202758789062,38.31390357017517
580.07421875,40.328781604766846
591.7356567382812,42.34480404853821
591.9126586914062,44.360835313797
584.4946899414062,46.377198219299316
570.9824829101562,48.39314293861389
560.3575439453125,50.4091157913208
541.2767944335938,52.4251184463501
517.8634643554688,54.44111967086792
497.70660400390625,56.457151651382446
517.9118041992188,58.473134994506836
582.9160766601562,60.48912262916565
776.3670654296875,62.50509977340698
635.5669555664062,64.52079844474792
658.8621826171875,66.5369815826416
716.1613159179688,68.55295610427856
660.262939453125,70.56893587112427
658.7672729492188,72.58477640151978
631.2454223632812,74.60083341598511
657.5200805664062,76.61683964729309
638.0614013671875,78.63281297683716
609.3135375976562,80.64878916740417
605.995849609375,82.6649968624115
602.7178344726562,84.68100357055664
605.1978149414062,86.6969997882843
608.5858764648438,88.71304535865784
611.7716674804688,90.72902274131775
616.8587646484375,92.745041847229
604.2333374023438,94.76082348823547
600.5064086914062,96.8067409992218
589.8329467773438,98.85256052017212
586.804443359375,100.90430498123169
589.89599609375,102.95601558685303
588.1629638671875,105.0079231262207
585.7380981445312,107.05969643592834
589.0325927734375,109.11345338821411
590.6119384765625,111.16025018692017
586.6756591796875,113.2136652469635
584.4030151367188,115.26017045974731
587.526123046875,117.31281805038452
592.51220703125,119.36458730697632
597.9190063476562,121.41665530204773
602.6278686523438,123.46864080429077
605.5252075195312,125.51472878456116
611.9051513671875,127.56532692909241
608.3202514648438,129.6119270324707
604.3204345703125,131.66368985176086
594.903076171875,133.71562504768372
585.3092041015625,135.7622148990631
580.3206176757812,137.8140835762024
577.3527221679688,139.865788936615
567.8793334960938,141.91152095794678
561.4234619140625,143.9632227420807
564.5150756835938,146.01616311073303
558.0051879882812,148.06796407699585
555.6782836914062,150.12003135681152
557.525634765625,152.16836595535278
558.4479370117188,154.21399402618408
560.1036376953125,156.26479053497314
564.939697265625,158.31682300567627
578.12890625,160.36856603622437
579.870849609375,162.42028999328613
582.015869140625,164.47196865081787
585.5798950195312,166.5238049030304
579.5032958984375,168.56949520111084
574.5865478515625,170.62122464179993
574.6310424804688,172.6725742816925
577.229736328125,174.72432923316956
594.3931884765625,176.77604818344116
602.984130859375,178.82192015647888
606.8471069335938,180.87845134735107
