counts,altitude,co2,lat,long
42.65934065934066,3.241125724889766,561.8989219665527,37.87265,-122.254241
33.42372881355932,-19.7023092346739,531.536510774459,37.870909,-122.259255
41.48863636363637,-1.240279006138955,553.9125504927201,37.873848,-122.256786
35.388888888888886,-15.113895309244695,585.2269772616299,37.869848,-122.257497
33.76470588235294,-16.436944588729077,546.3621375344017,37.874894,-122.260276
35.03448275862069,-26.239914539469563,601.1991147128018,37.867843,-122.2599
34.76605504587156,-15.328082890045282,589.2468366951778,37.870526,-122.257619
41.88172043010753,-0.09518076300518992,607.2059057409114,37.869668,-122.25303
36.613207547169814,12.941793656612415,580.0453366366299,37.874986,-122.256514
40.25568181818182,-13.813698121070992,10520.458898370916,37.87197,-122.258407
34.0,-25.81759346695052,525.3007170937278,37.86896,-122.260124
52.37640449438202,2.984096197330791,626.1292507127783,37.871204,-122.254027
41.333333333333336,-10.787592720220713,562.9538792696866,37.869668,-122.254688
49.778301886792455,-20.847413232180735,551.9024184833874,37.86985,-122.259596
40.642857142857146,-8.495577384099217,503.82009679620916,37.872071,-122.256957
33.76136363636363,0.0005934007930013442,595.4337196350098,37.875447,-122.259002
45.56382978723404,-17.270992482162846,540.5398422523781,37.873081,-122.258952
46.0188679245283,-21.25475211247962,564.0816424976696,37.873624,-122.261236
38.13068181818182,-5.568531199401816,528.803034695712,37.872411,-122.255545
40.29353233830846,-28.804532059613415,543.7997117316586,37.867237,-122.260007
42.301980198019805,0.002654996549626858,541.3760254599831,37.875384,-122.258971
37.28333333333333,5.341640234921513,547.9810565601696,37.86861,-122.252374
41.17613636363637,-4.6544594800156265,520.324352611195,37.873756,-122.258169
39.92134831460674,-10.718879826843567,611.2315736967942,37.869605,-122.256246
40.84239130434783,-6.703710228128945,636.6161179976029,37.871016,-122.256619
31.621052631578948,10.449911803848135,569.9583336841101,37.871342,-122.252852
33.58108108108108,-24.615196224860586,728.0252144553444,37.868959,-122.259719
29.973837209302324,-21.094338367382466,553.7604553916237,37.867951,-122.257303
38.58695652173913,-5.674024503193675,591.4090166958896,37.871053,-122.255288
30.876237623762375,-18.2119630059527,566.364914634011,37.868829,-122.256939
36.0024154589372,-25.638775406109747,578.1750998063521,37.867085,-122.258721
35.58878504672897,16.079999020084923,534.5839112021706,37.875891,-122.257332
29.33402489626556,-10.238729042923458,736.435041254217,37.875579,-122.260349
29.733870967741936,-23.535285341189827,556.303452578458,37.86962,-122.259034
