counts,altitude,co2,lat,long
41.5,16.000816509546986,244.49337768554688,37.875891,-122.257332
31.5,16.109415813885825,324.2101745605469,37.875891,-122.257332
31.5,16.093054543588785,521.3941650390625,37.875891,-122.257332
29.5,16.098697908637924,497.4010009765625,37.875891,-122.257332
36.0,16.098697908637924,488.44482421875,37.875891,-122.257332
31.0,16.158008700507715,483.2180786132813,37.875891,-122.257332
31.0,16.173329624209536,469.4980163574219,37.875891,-122.257332
34.0,16.133239765765076,455.09320068359375,37.875891,-122.257332
29.0,16.16202662821079,443.718994140625,37.875891,-122.257332
43.5,16.14605222760097,456.3113098144531,37.875891,-122.257332
43.5,16.136898868438784,462.46295166015625,37.875891,-122.257332
43.5,16.176046665209704,464.8917236328125,37.875891,-122.257332
29.0,16.18530731185198,423.8614196777344,37.875891,-122.257332
37.0,16.12368051489151,410.3335571289063,37.875891,-122.257332
34.0,16.048014213983798,440.7015686035156,37.875891,-122.257332
34.0,15.983444044386424,529.1812133789062,37.875891,-122.257332
31.5,15.94641663710565,525.9451904296875,37.875891,-122.257332
38.0,15.949413799417208,429.5487976074219,37.875891,-122.257332
35.0,15.921268360426872,327.6521301269531,37.875891,-122.257332
30.0,15.963203163148883,362.9589538574219,37.875891,-122.257332
30.0,15.994288524669749,478.6978759765625,37.875891,-122.257332
35.0,15.959472503518406,312.5235595703125,37.875891,-122.257332
38.5,15.940032796482775,555.5422973632812,37.875891,-122.257332
41.0,15.913816925105046,438.5870666503906,37.875891,-122.257332
37.5,15.897046245891396,549.9754028320312,37.875891,-122.257332
37.5,15.906007654267462,860.4647827148438,37.875891,-122.257332
39.5,15.945971448442101,815.4124145507812,37.875891,-122.257332
34.0,15.914566502405371,771.6621704101562,37.875891,-122.257332
33.0,15.914566502405371,704.2535400390625,37.875891,-122.257332
33.0,15.906431807883614,596.082763671875,37.875891,-122.257332
35.5,15.913752885674747,576.0692138671875,37.875891,-122.257332
34.5,15.985084820028426,393.2320556640625,37.875891,-122.257332
43.5,15.98755212975032,545.5477905273438,37.875891,-122.257332
43.0,15.991852250008314,587.7855834960938,37.875891,-122.257332
43.0,15.958805489801613,612.0028076171875,37.875891,-122.257332
34.0,15.978177766547027,590.29052734375,37.875891,-122.257332
39.5,15.959584509246035,597.5966186523438,37.875891,-122.257332
30.5,15.927783150331258,580.7572021484375,37.875891,-122.257332
30.5,15.964573116991154,454.4147338867188,37.875891,-122.257332
30.5,15.942940188364027,403.0614929199219,37.875891,-122.257332
42.5,15.92600904948403,678.3633422851562,37.875891,-122.257332
34.5,15.911890967531725,751.39501953125,37.875891,-122.257332
31.5,15.904225986729308,759.8743286132812,37.875891,-122.257332
31.5,15.928093128903136,659.7850341796875,37.875891,-122.257332
30.0,15.975607560391062,636.652099609375,37.875891,-122.257332
37.5,16.058288275358628,612.4210815429688,37.875891,-122.257332
27.5,16.04821505536888,521.7205810546875,37.875891,-122.257332
36.5,15.951141946633534,517.6258544921875,37.875891,-122.257332
36.5,15.954728968003728,416.6298522949219,37.875891,-122.257332
29.0,15.953254291691188,511.19476318359375,37.875891,-122.257332
44.0,15.872142249446348,672.8809814453125,37.875891,-122.257332
34.0,15.78528298233605,485.4368896484375,37.875891,-122.257332
34.0,15.78528298233605,744.2860107421875,37.875891,-122.257332
33.5,15.78566441509637,668.243408203125,37.875891,-122.257332
36.0,15.775983247132793,639.3856811523438,37.875891,-122.257332
37.5,15.889207326745556,620.1664428710938,37.875891,-122.257332
35.0,15.853695032827353,601.688720703125,37.875891,-122.257332
35.0,15.847377032942312,561.8933715820312,37.875891,-122.257332
41.5,15.889959444580505,551.5154418945312,37.875891,-122.257332
45.0,15.969308056254114,513.1089477539062,37.875891,-122.257332
32.0,15.93477620752396,529.0076904296875,37.875891,-122.257332
37.5,15.976223281165439,507.9494018554688,37.875891,-122.257332
37.5,16.047408513398643,544.2487182617188,37.875891,-122.257332
42.0,16.072693539582495,555.1578979492188,37.875891,-122.257332
36.0,16.030564371479052,518.9007568359375,37.875891,-122.257332
36.0,15.958608510312267,491.241455078125,37.875891,-122.257332
36.0,15.940825944602473,519.0628051757812,37.875891,-122.257332
37.5,15.909455083265364,484.983154296875,37.875891,-122.257332
30.0,15.946418550490712,466.3449096679688,37.875891,-122.257332
34.0,15.96982564865366,489.3792114257813,37.875891,-122.257332
41.0,15.991710558949542,496.6234436035156,37.875891,-122.257332
41.0,15.927506363079381,500.6598205566406,37.875891,-122.257332
29.5,16.033553114202853,521.8603515625,37.875891,-122.257332
39.5,16.015428773370665,541.0113525390625,37.875891,-122.257332
39.0,15.961339598758862,544.316650390625,37.875891,-122.257332
30.5,15.883077508971247,552.990478515625,37.875891,-122.257332
30.5,15.933982094422497,534.327392578125,37.875891,-122.257332
38.0,15.933982094422497,527.5126342773438,37.875891,-122.257332
38.5,15.996086277994387,525.609375,37.875891,-122.257332
32.0,15.972050003314713,506.6808776855469,37.875891,-122.257332
32.0,16.009668068880707,507.98089599609375,37.875891,-122.257332
38.5,16.04458088485493,530.4279174804688,37.875891,-122.257332
36.0,16.041511638766714,545.5364379882812,37.875891,-122.257332
40.0,16.021027597566594,533.294677734375,37.875891,-122.257332
33.0,15.95431350948018,575.60888671875,37.875891,-122.257332
33.0,15.89381834050679,622.5711059570312,37.875891,-122.257332
27.0,15.846903331803809,526.3795776367188,37.875891,-122.257332
41.0,15.869743345762494,534.1679077148438,37.875891,-122.257332
34.0,16.17209147910365,nan,37.875891,-122.257332
34.0,16.41288262030546,nan,37.875891,-122.257332
38.0,16.525078056563068,nan,37.875891,-122.257332
47.0,16.4982678086074,nan,37.875891,-122.257332
36.5,16.52523719039454,nan,37.875891,-122.257332
38.5,16.514718291353624,nan,37.875891,-122.257332
38.5,16.574262806102773,nan,37.875891,-122.257332
41.0,16.575868748019083,nan,37.875891,-122.257332
36.5,16.564996711029316,nan,37.875891,-122.257332
35.0,16.601668322893865,nan,37.875891,-122.257332
34.5,16.77725094637048,nan,37.875891,-122.257332
34.5,16.73386648750904,nan,37.875891,-122.257332
28.5,16.683973182906904,nan,37.875891,-122.257332
38.0,16.683973182906904,nan,37.875891,-122.257332
30.0,16.653131899331363,nan,37.875891,-122.257332
30.0,16.60753362289845,nan,37.875891,-122.257332
33.5,16.591932034339216,nan,37.875891,-122.257332
29.0,16.569788538371945,nan,37.875891,-122.257332
42.5,16.601592037437847,nan,37.875891,-122.257332
