counts,altitude,co2,lat,long
40.5,-27.176790792085065,560.6099243164062,37.867085,-122.258721
37.0,-27.219586569183363,566.5223388671875,37.867085,-122.258721
37.0,-27.40466908070156,583.6268920898438,37.867085,-122.258721
42.5,-27.46214990943036,587.7066040039062,37.867085,-122.258721
39.0,-27.30826102492981,577.260986328125,37.867085,-122.258721
34.0,-27.211943538096406,579.5983276367188,37.867085,-122.258721
39.0,-27.211943538096406,566.6895751953125,37.867085,-122.258721
39.0,-27.147473197177447,562.79736328125,37.867085,-122.258721
35.0,-27.104933484274866,554.7543334960938,37.867085,-122.258721
36.0,-27.171010424040425,547.1376342773438,37.867085,-122.258721
47.5,-27.30454780225223,540.9506225585938,37.867085,-122.258721
47.5,-27.459348819607953,532.30517578125,37.867085,-122.258721
36.5,-27.603460182702666,570.3568115234375,37.867085,-122.258721
43.0,-27.551916663955435,585.2489013671875,37.867085,-122.258721
34.5,-27.568323385189235,587.665283203125,37.867085,-122.258721
28.5,-27.643381412373895,586.8228759765625,37.867085,-122.258721
28.5,-27.739101138401313,588.9833374023438,37.867085,-122.258721
40.5,-27.775930523255006,583.2787475585938,37.867085,-122.258721
32.5,-27.498640722215075,589.2868041992188,37.867085,-122.258721
38.0,-27.40248113550606,594.2348022460938,37.867085,-122.258721
38.0,-27.339310153673697,595.8908081054688,37.867085,-122.258721
37.5,-27.308372701179685,596.7902221679688,37.867085,-122.258721
37.0,-27.360348409549726,597.9806518554688,37.867085,-122.258721
40.0,-27.285690964587467,585.0151977539062,37.867085,-122.258721
33.5,-27.328416955994975,583.97216796875,37.867085,-122.258721
33.5,-27.371160102120225,583.3646850585938,37.867085,-122.258721
35.0,-27.425405685761,580.0379028320312,37.867085,-122.258721
36.5,-27.4443602426049,579.542724609375,37.867085,-122.258721
34.5,-27.40727655364691,578.5634765625,37.867085,-122.258721
30.0,-27.480285540199844,578.0842895507812,37.867085,-122.258721
30.0,-27.480285540199844,572.9965209960938,37.867085,-122.258721
40.5,-27.523746992049205,574.01025390625,37.867085,-122.258721
36.0,-27.41507214879008,571.2008056640625,37.867085,-122.258721
40.0,-27.395222108385575,568.1060180664062,37.867085,-122.258721
40.0,-27.362041750879506,565.1921997070312,37.867085,-122.258721
29.0,-27.325563569596437,562.666748046875,37.867085,-122.258721
35.5,-27.347102059012915,564.0758056640625,37.867085,-122.258721
35.5,-27.37325873060943,564.5606689453125,37.867085,-122.258721
39.5,-27.39139514129798,567.5740356445312,37.867085,-122.258721
39.5,-27.32271869216966,571.2299194335938,37.867085,-122.258721
41.5,-27.359453029298823,571.1065673828125,37.867085,-122.258721
42.0,-27.365459956563228,572.4638671875,37.867085,-122.258721
44.5,-27.400848400186977,574.7400512695312,37.867085,-122.258721
35.5,-27.48497487016556,575.5617065429688,37.867085,-122.258721
