counts,altitude,co2,lat,long
36.5,-24.700985074360805,721.483154296875,37.868959,-122.259719
36.5,-24.739579690662616,722.0668334960938,37.868959,-122.259719
43.0,-24.73448700901077,722.2810668945312,37.868959,-122.259719
31.5,-24.73448700901077,723.1182861328125,37.868959,-122.259719
33.5,-24.706768937074614,723.4834594726562,37.868959,-122.259719
36.0,-24.659138472700285,723.7841796875,37.868959,-122.259719
36.0,-24.596537154654936,723.9440307617188,37.868959,-122.259719
26.5,-24.68280248072592,723.6605224609375,37.868959,-122.259719
32.0,-24.72371530582482,722.797607421875,37.868959,-122.259719
38.5,-24.77161992468525,722.1398315429688,37.868959,-122.259719
28.0,-24.748304583052153,722.2398071289062,37.868959,-122.259719
28.0,-24.82207656557813,722.3696899414062,37.868959,-122.259719
35.0,-24.802734873843125,721.7066040039062,37.868959,-122.259719
28.0,-24.812292149137114,721.8179321289062,37.868959,-122.259719
36.0,-24.769159265682013,722.0213623046875,37.868959,-122.259719
36.0,-24.679925600973284,721.7577514648438,37.868959,-122.259719
28.0,-24.683873965012086,721.8529052734375,37.868959,-122.259719
36.0,-24.620879189781526,721.7474365234375,37.868959,-122.259719
33.5,-24.619257822220376,722.86865234375,37.868959,-122.259719
35.5,-24.653842601655064,723.784912109375,37.868959,-122.259719
35.5,-24.69053780458014,724.5056762695312,37.868959,-122.259719
33.5,-24.657621736027902,725.7317504882812,37.868959,-122.259719
31.5,-24.644219129723787,726.399658203125,37.868959,-122.259719
34.0,-24.55297076392683,727.5972900390625,37.868959,-122.259719
35.0,-24.55060773778738,728.1137084960938,37.868959,-122.259719
35.0,-24.540322015589464,728.552734375,37.868959,-122.259719
31.5,-24.41329458505399,728.0756225585938,37.868959,-122.259719
36.5,-24.41329458505399,727.2999267578125,37.868959,-122.259719
27.0,-24.423607008177466,727.386474609375,37.868959,-122.259719
34.0,-24.475709546596605,727.734375,37.868959,-122.259719
34.0,-24.415060529108196,727.5012817382812,37.868959,-122.259719
36.0,-24.390377668849727,727.2081298828125,37.868959,-122.259719
32.5,-24.470988227736143,728.2892456054688,37.868959,-122.259719
37.0,-24.52494628792152,728.7847290039062,37.868959,-122.259719
37.0,-24.578613214105296,728.172607421875,37.868959,-122.259719
34.5,-24.536635247741724,728.870361328125,37.868959,-122.259719
29.0,-24.597754604876016,728.607421875,37.868959,-122.259719
27.5,-24.61402758450858,729.4073486328125,37.868959,-122.259719
33.0,-24.64095806543296,729.0227661132812,37.868959,-122.259719
33.0,-24.615499958003127,729.8915405273438,37.868959,-122.259719
42.0,-24.618811684617075,729.81689453125,37.868959,-122.259719
34.0,-24.63411127780457,730.376708984375,37.868959,-122.259719
38.0,-24.6569515001003,730.567626953125,37.868959,-122.259719
38.0,-24.659632485462378,731.0873413085938,37.868959,-122.259719
29.0,-24.634159474726484,731.41943359375,37.868959,-122.259719
36.5,-24.62937659059002,731.2535400390625,37.868959,-122.259719
26.0,-24.652830538155374,731.2565307617188,37.868959,-122.259719
35.5,-24.581964779428432,731.3526000976562,37.868959,-122.259719
35.5,-24.549285050006823,731.2595825195312,37.868959,-122.259719
36.5,-24.599109616238614,730.4929809570312,37.868959,-122.259719
33.0,-24.579570475651803,729.4625854492188,37.868959,-122.259719
34.5,-24.579570475651803,728.4945068359375,37.868959,-122.259719
33.0,-24.563845015861556,727.9676513671875,37.868959,-122.259719
33.0,-24.590039754327943,728.2210083007812,37.868959,-122.259719
36.0,-24.627600886417238,729.2565307617188,37.868959,-122.259719
39.0,-24.544637259605114,729.435302734375,37.868959,-122.259719
37.5,-24.468148303736445,729.6041870117188,37.868959,-122.259719
37.5,-24.49681697644806,730.3162231445312,37.868959,-122.259719
29.5,-24.571048120053927,730.1940307617188,37.868959,-122.259719
35.5,-24.651937884018583,730.2206420898438,37.868959,-122.259719
31.5,-24.684687493906594,730.9121704101562,37.868959,-122.259719
37.0,-24.604276582216325,730.7374877929688,37.868959,-122.259719
37.0,-24.675122952482454,731.40673828125,37.868959,-122.259719
37.0,-24.598420549499117,731.4194946289062,37.868959,-122.259719
30.0,-24.638344266996906,730.5308227539062,37.868959,-122.259719
33.5,-24.649391700342406,730.626953125,37.868959,-122.259719
33.0,-24.63246365353087,730.2547607421875,37.868959,-122.259719
33.0,-24.64350223850733,730.668212890625,37.868959,-122.259719
30.0,-24.63660299059009,731.3434448242188,37.868959,-122.259719
32.0,-24.638309489070075,731.7433471679688,37.868959,-122.259719
26.5,-24.66128161077564,732.0591430664062,37.868959,-122.259719
26.5,-24.665606358567363,731.854736328125,37.868959,-122.259719
38.0,-24.66973773238606,731.5511474609375,37.868959,-122.259719
32.5,-24.70060170141968,731.18603515625,37.868959,-122.259719
35.0,-24.691120445893045,731.45263671875,37.868959,-122.259719
26.0,-24.691120445893045,731.3339233398438,37.868959,-122.259719
26.0,-24.750891554911277,732.1080322265625,37.868959,-122.259719
35.0,-24.667369373980385,731.0108642578125,37.868959,-122.259719
34.5,-24.59653968573268,730.5161743164062,37.868959,-122.259719
35.5,-24.554701541615447,729.2525634765625,37.868959,-122.259719
32.5,-24.546344009813588,729.0672607421875,37.868959,-122.259719
32.5,-24.574536002466267,728.3868408203125,37.868959,-122.259719
32.0,-24.60702014425689,728.601318359375,37.868959,-122.259719
31.0,-24.536046690862193,728.8109741210938,37.868959,-122.259719
35.5,-24.482374646497686,729.7105712890625,37.868959,-122.259719
35.5,-24.539019155221506,729.6594848632812,37.868959,-122.259719
36.0,-24.61205275032057,729.6375732421875,37.868959,-122.259719
37.0,-24.581317424455445,730.2415771484375,37.868959,-122.259719
40.0,-24.543714844216296,nan,37.868959,-122.259719
30.5,-24.65772186197454,nan,37.868959,-122.259719
30.5,-24.637634141199886,nan,37.868959,-122.259719
33.0,-24.589373059689525,nan,37.868959,-122.259719
39.5,-24.664658717840396,nan,37.868959,-122.259719
35.0,-24.58249181005055,nan,37.868959,-122.259719
31.5,-24.607266607230954,nan,37.868959,-122.259719
31.5,-24.71604981488678,nan,37.868959,-122.259719
29.0,-24.736425704331197,nan,37.868959,-122.259719
29.5,-24.718589124173956,nan,37.868959,-122.259719
31.0,-24.65731924848446,nan,37.868959,-122.259719
31.0,-24.65731924848446,nan,37.868959,-122.259719
28.5,-24.6450186314391,nan,37.868959,-122.259719
35.0,-24.629040449202687,nan,37.868959,-122.259719
30.5,-24.592348783865738,nan,37.868959,-122.259719
37.5,-24.54449708972763,nan,37.868959,-122.259719
37.5,-24.56353829090041,nan,37.868959,-122.259719
39.5,-24.591793021768943,nan,37.868959,-122.259719
34.0,-24.636344549380517,nan,37.868959,-122.259719
33.5,-24.579033962214787,nan,37.868959,-122.259719
33.5,-24.43308966856046,nan,37.868959,-122.259719
33.0,-24.474940365049555,nan,37.868959,-122.259719
31.0,-24.400806647291894,nan,37.868959,-122.259719
